Navn;Stasjon;Tid(norsk normaltid);Midlere lufttrykk i havnivå (døgn);Høyeste lufttrykk i havnivå (døgn);Laveste lufttrykk i havnivå (døgn);Svakeste middelvind fra hovedobs. (døgn);Kraftigste middelvind fra hovedobs. (døgn)
Torungen Fyr;SN36200;22.03.1984;1023,7;1024,4;1022,7;3,1;5,1
Torungen Fyr;SN36200;23.03.1984;1022,7;1023,3;1021,9;7,7;10,3
Torungen Fyr;SN36200;24.03.1984;1019,3;1020,6;1017,1;10,3;13,9
Torungen Fyr;SN36200;25.03.1984;1012,5;1013,5;1011,7;13,4;14,4
Torungen Fyr;SN36200;26.03.1984;1008,3;1008,8;1007,8;15,4;17
Torungen Fyr;SN36200;27.03.1984;1006,8;1007;1006,4;10,3;11,8
Torungen Fyr;SN36200;28.03.1984;1004,2;1005,2;1002,4;13,9;17
Torungen Fyr;SN36200;29.03.1984;997,9;998,7;996,6;8,2;15,9
Torungen Fyr;SN36200;30.03.1984;1002,8;1005;1000,8;3,1;5,1
Torungen Fyr;SN36200;31.03.1984;1011,7;1013,3;1010;5,7;12,3
Torungen Fyr;SN36200;01.04.1984;1015,4;1016,3;1014,4;1,5;7,7
Torungen Fyr;SN36200;02.04.1984;1018,7;1020,1;1017,6;8,2;8,7
Torungen Fyr;SN36200;03.04.1984;1019,9;1021;1018,5;14,9;16,5
Torungen Fyr;SN36200;04.04.1984;1016,5;1017,8;1014,9;10,8;14,9
Torungen Fyr;SN36200;05.04.1984;1018,8;1019,1;1018,6;9,3;10,3
Torungen Fyr;SN36200;06.04.1984;1022,8;1024,8;1020,2;4,6;10,3
Torungen Fyr;SN36200;07.04.1984;1022,8;1024,1;1021,1;6,7;8,7
Torungen Fyr;SN36200;08.04.1984;1021,3;1021,7;1020,5;1,5;2,6
Torungen Fyr;SN36200;09.04.1984;1019,1;1019,5;1018,7;2,6;4,1
Torungen Fyr;SN36200;10.04.1984;1019;1020,3;1017,2;5,7;10,8
Torungen Fyr;SN36200;11.04.1984;1010,6;1012,2;1008,8;7,2;10,8
Torungen Fyr;SN36200;12.04.1984;1014,6;1016,8;1011,8;4,1;10,8
Torungen Fyr;SN36200;13.04.1984;1014,9;1015,3;1014,3;10,8;13,9
Torungen Fyr;SN36200;14.04.1984;1010,4;1011,8;1008,4;10,8;11,8
Torungen Fyr;SN36200;15.04.1984;1002,6;1003,4;1001,8;3,6;6,7
Torungen Fyr;SN36200;16.04.1984;1008,5;1012,2;1005,3;6,2;10,3
Torungen Fyr;SN36200;17.04.1984;1022,7;1024,4;1020,7;7,2;7,7
Torungen Fyr;SN36200;18.04.1984;1028,9;1029,8;1027,8;4,1;11,3
Torungen Fyr;SN36200;19.04.1984;1023,3;1025,7;1021;5,1;6,7
Torungen Fyr;SN36200;20.04.1984;1018,1;1018,2;1018;3,6;8,2
Torungen Fyr;SN36200;21.04.1984;1018,4;1021;1015,1;2,1;2,6
Torungen Fyr;SN36200;22.04.1984;1018,6;1021,6;1015,2;5,1;8,2
Torungen Fyr;SN36200;23.04.1984;1027,1;1027,5;1026,8;2,6;8,7
Torungen Fyr;SN36200;24.04.1984;1030,1;1031,3;1029,2;2,6;7,2
Torungen Fyr;SN36200;25.04.1984;1026,2;1028,1;1024,1;0;3,6
Torungen Fyr;SN36200;26.04.1984;1029,5;1031,5;1027,8;4,1;9,3
Torungen Fyr;SN36200;27.04.1984;1027,9;1028,9;1026,6;2,1;3,1
Torungen Fyr;SN36200;28.04.1984;1030,6;1031,5;1030;2,6;4,6
Torungen Fyr;SN36200;29.04.1984;1027;1028,9;1024,7;2,6;10,3
Torungen Fyr;SN36200;30.04.1984;1021,4;1023,1;1019,1;1;5,1
Torungen Fyr;SN36200;01.05.1984;1015,9;1017,7;1013,5;6,7;10,3
Torungen Fyr;SN36200;02.05.1984;1009,7;1011,6;1006,4;7,7;11,8
Torungen Fyr;SN36200;03.05.1984;1008;1009,2;1006,3;2,6;6,7
Torungen Fyr;SN36200;04.05.1984;1010,8;1011,3;1010,4;3,1;10,3
Torungen Fyr;SN36200;05.05.1984;1012,5;1012,8;1012,1;2,6;10,8
Torungen Fyr;SN36200;06.05.1984;1012,5;1014,9;1010,3;5,1;10,8
Torungen Fyr;SN36200;07.05.1984;1013,9;1015;1013,2;5,7;14,9
Torungen Fyr;SN36200;08.05.1984;1020,3;1021,1;1019,3;5,7;8,2
Torungen Fyr;SN36200;09.05.1984;1019,7;1020,6;1018,8;2,1;8,7
Torungen Fyr;SN36200;10.05.1984;1024,6;1026,2;1022,4;4,6;7,7
Torungen Fyr;SN36200;11.05.1984;1031,1;1031,7;1030,7;4,1;7,2
Torungen Fyr;SN36200;12.05.1984;1033,3;1034,3;1032,2;2,1;7,7
Torungen Fyr;SN36200;13.05.1984;1027,7;1030,1;1024,7;2,1;9,3
Torungen Fyr;SN36200;14.05.1984;1018,8;1020,8;1016,2;2,6;4,1
Torungen Fyr;SN36200;15.05.1984;1009,9;1012,5;1006,8;8,7;12,3
Torungen Fyr;SN36200;16.05.1984;1002;1003,9;1000,2;2,6;6,7
Torungen Fyr;SN36200;17.05.1984;1001,9;1003,1;1000,8;9,3;14,9
Torungen Fyr;SN36200;18.05.1984;1005,4;1007,2;1002,8;4,1;11,3
Torungen Fyr;SN36200;19.05.1984;1005;1006;1004,4;3,1;6,2
Torungen Fyr;SN36200;20.05.1984;1006,1;1007,2;1004,9;3,1;9,8
Torungen Fyr;SN36200;21.05.1984;1007,1;1007,7;1006,5;9,3;11,3
Torungen Fyr;SN36200;22.05.1984;1008,7;1009,3;1008,2;10,3;15,4
Torungen Fyr;SN36200;23.05.1984;1005,8;1008,2;1003,5;7,2;10,3
Torungen Fyr;SN36200;24.05.1984;1006,1;1006,7;1005,2;0,5;7,2
Torungen Fyr;SN36200;25.05.1984;1000,7;1001,8;1000;5,7;10,3
Torungen Fyr;SN36200;26.05.1984;1001,9;1003,9;999,8;1,5;8,2
Torungen Fyr;SN36200;27.05.1984;1008,9;1009,6;1008,3;3,1;5,1
Torungen Fyr;SN36200;28.05.1984;1010,3;1011,5;1008,2;4,6;5,1
Torungen Fyr;SN36200;29.05.1984;1012,5;1013;1012,1;7,2;10,8
Torungen Fyr;SN36200;30.05.1984;1013,1;1013,8;1012,3;6,2;9,8
Torungen Fyr;SN36200;31.05.1984;1016,6;1017,5;1015,6;5,7;9,3
Torungen Fyr;SN36200;01.06.1984;1010,5;1010,7;1010,3;5,7;13,4
Torungen Fyr;SN36200;02.06.1984;1012,4;1013,6;1011,2;7,2;9,3
Torungen Fyr;SN36200;03.06.1984;1019,1;1020;1018,6;3,1;8,7
Torungen Fyr;SN36200;04.06.1984;1014,6;1016,5;1012,4;12,3;15,4
Torungen Fyr;SN36200;05.06.1984;1012,4;1012,6;1012,2;6,7;13,4
Torungen Fyr;SN36200;06.06.1984;1013,4;1013,9;1012,5;9,3;14,9
Torungen Fyr;SN36200;07.06.1984;1007,8;1010,2;1005,6;1,5;7,2
Torungen Fyr;SN36200;08.06.1984;1006,3;1007,3;1004,5;3,6;14,4
Torungen Fyr;SN36200;09.06.1984;1009,5;1010,5;1008,2;2,6;11,8
Torungen Fyr;SN36200;10.06.1984;1015,4;1018,1;1011,4;3,1;11,8
Torungen Fyr;SN36200;11.06.1984;1023,1;1024,1;1021,6;5,7;13,4
Torungen Fyr;SN36200;12.06.1984;1018,9;1020,8;1017,4;3,1;13,9
Torungen Fyr;SN36200;13.06.1984;1005,8;1006,6;1004,5;9,3;10,8
Torungen Fyr;SN36200;14.06.1984;1006,5;1007,8;1005,9;4,1;7,7
Torungen Fyr;SN36200;15.06.1984;1015,2;1015,9;1013,8;5,1;6,7
Torungen Fyr;SN36200;16.06.1984;1015,8;1016;1015,6;2,6;5,7
Torungen Fyr;SN36200;17.06.1984;1018,3;1019,1;1017,7;1,5;11,8
Torungen Fyr;SN36200;18.06.1984;1020,3;1021,3;1019,3;5,7;7,2
Torungen Fyr;SN36200;19.06.1984;1019,1;1020;1017,8;8,2;10,8
Torungen Fyr;SN36200;20.06.1984;1013,7;1016,2;1011;6,7;13,4
Torungen Fyr;SN36200;21.06.1984;1001,9;1004,4;1000,4;5,7;10,8
Torungen Fyr;SN36200;22.06.1984;1000,6;1002,4;998,3;7,7;9,8
Torungen Fyr;SN36200;23.06.1984;994,7;995,2;993,8;4,6;10,3
Torungen Fyr;SN36200;24.06.1984;999,8;1001,7;998;7,2;9,8
Torungen Fyr;SN36200;25.06.1984;1001,3;1002;1000,8;2,6;5,1
Torungen Fyr;SN36200;26.06.1984;1008,2;1009,8;1006,4;5,1;10,3
Torungen Fyr;SN36200;27.06.1984;1002,3;1004,5;1000,9;5,7;6,7
Torungen Fyr;SN36200;28.06.1984;1003,4;1004,2;1002,8;4,6;8,7
Torungen Fyr;SN36200;29.06.1984;1002,7;1003,8;1001,8;3,6;11,3
Torungen Fyr;SN36200;30.06.1984;1007,6;1008,4;1006,3;3,6;5,1
Torungen Fyr;SN36200;01.07.1984;1008,9;1009,3;1008,1;4,6;6,7
Torungen Fyr;SN36200;02.07.1984;1010,6;1011,5;1009,7;3,6;10,3
Torungen Fyr;SN36200;03.07.1984;1013,4;1014,2;1012,6;4,6;8,7
Torungen Fyr;SN36200;04.07.1984;1013,5;1013,9;1013,1;0,5;8,2
Torungen Fyr;SN36200;05.07.1984;1017,1;1017,8;1016,6;4,6;11,8
Torungen Fyr;SN36200;06.07.1984;1018,1;1019,2;1017,4;3,6;9,8
Torungen Fyr;SN36200;07.07.1984;1015,9;1016,2;1015,4;9,3;18
Torungen Fyr;SN36200;08.07.1984;1019,1;1019,4;1018,4;8,2;11,8
Torungen Fyr;SN36200;09.07.1984;1017,9;1018,7;1016,6;3,1;8,2
Torungen Fyr;SN36200;10.07.1984;1012,7;1013,2;1012,1;2,6;8,7
Torungen Fyr;SN36200;11.07.1984;1010,8;1011,6;1010,3;2,1;8,7
Torungen Fyr;SN36200;12.07.1984;1005,6;1007;1004,7;3,6;14,4
Torungen Fyr;SN36200;13.07.1984;1008,2;1009,6;1006,7;7,7;11,8
Torungen Fyr;SN36200;14.07.1984;1004,3;1004,9;1003,4;3,1;4,1
Torungen Fyr;SN36200;15.07.1984;1003,8;1004,2;1003,2;4,1;7,2
Torungen Fyr;SN36200;16.07.1984;1007,2;1007,7;1006,5;3,6;4,6
Torungen Fyr;SN36200;17.07.1984;1010,8;1011,3;1010,5;5,1;7,7
Torungen Fyr;SN36200;18.07.1984;1012,7;1013;1012,4;5,1;7,7
Torungen Fyr;SN36200;19.07.1984;1014,7;1015,3;1013,7;4,1;6,2
Torungen Fyr;SN36200;20.07.1984;1007,6;1010,5;1004,6;2,6;10,3
Torungen Fyr;SN36200;21.07.1984;1006,8;1007,3;1006,3;4,1;7,7
Torungen Fyr;SN36200;22.07.1984;1011,3;1012;1010,8;3,1;5,1
Torungen Fyr;SN36200;23.07.1984;1016,6;1017,7;1015;5,1;8,2
Torungen Fyr;SN36200;24.07.1984;1013,1;1014,3;1011,4;1,5;4,1
Torungen Fyr;SN36200;25.07.1984;1010,8;1011,8;1009,7;4,6;6,7
Torungen Fyr;SN36200;26.07.1984;1012;1012,8;1011,5;4,1;6,2
Torungen Fyr;SN36200;27.07.1984;1013,1;1015,5;1010,7;1;9,8
Torungen Fyr;SN36200;28.07.1984;1008,9;1011,5;1005,8;3,1;9,3
Torungen Fyr;SN36200;29.07.1984;1008,7;1008,9;1008,6;7,2;9,3
Torungen Fyr;SN36200;30.07.1984;1011,2;1011,4;1010,8;5,7;7,7
Torungen Fyr;SN36200;31.07.1984;1013,5;1013,6;1013,3;8,2;9,3
Torungen Fyr;SN36200;01.08.1984;1018,3;1019,6;1016,4;3,1;6,7
Torungen Fyr;SN36200;02.08.1984;1017,9;1018,9;1016,6;1;4,1
Torungen Fyr;SN36200;03.08.1984;1016,8;1017,2;1015,9;3,1;4,6
Torungen Fyr;SN36200;04.08.1984;1015,7;1016,4;1015;4,6;9,8
Torungen Fyr;SN36200;05.08.1984;1017,9;1018,2;1017,3;5,1;7,2
Torungen Fyr;SN36200;06.08.1984;1012,8;1013;1012,5;3,1;5,7
Torungen Fyr;SN36200;07.08.1984;1018,6;1020,4;1016,8;6,2;13,4
Torungen Fyr;SN36200;08.08.1984;1024;1024,5;1023,6;3,1;5,1
Torungen Fyr;SN36200;09.08.1984;1022,5;1023,3;1021,1;3,6;5,1
Torungen Fyr;SN36200;10.08.1984;1021,5;1022;1020,7;3,1;5,1
Torungen Fyr;SN36200;11.08.1984;1019,6;1020,3;1018,4;5,1;5,7
Torungen Fyr;SN36200;12.08.1984;1019,7;1020,5;1019,1;3,6;6,2
Torungen Fyr;SN36200;13.08.1984;1013,1;1016;1009,9;3,6;9,8
Torungen Fyr;SN36200;14.08.1984;1011,9;1012,5;1010,8;3,6;9,3
Torungen Fyr;SN36200;15.08.1984;1012,7;1013,3;1012;3,1;6,2
Torungen Fyr;SN36200;16.08.1984;1015,2;1015,7;1014,8;3,6;5,1
Torungen Fyr;SN36200;17.08.1984;1016,1;1016,9;1014,9;2,6;7,2
Torungen Fyr;SN36200;18.08.1984;1019,3;1020,2;1018,7;4,6;10,3
Torungen Fyr;SN36200;19.08.1984;1019,8;1020,7;1018,6;3,6;8,7
Torungen Fyr;SN36200;20.08.1984;1020,1;1020,6;1019,6;0,5;5,1
Torungen Fyr;SN36200;21.08.1984;1020,5;1021,3;1019;3,6;4,6
Torungen Fyr;SN36200;22.08.1984;1015,7;1016,8;1013,7;1,5;11,8
Torungen Fyr;SN36200;23.08.1984;1014,6;1015,1;1014,2;2,1;4,1
Torungen Fyr;SN36200;24.08.1984;1013,1;1013,5;1012,7;3,6;11,8
Torungen Fyr;SN36200;25.08.1984;1017,9;1019;1017,3;3,6;10,3
Torungen Fyr;SN36200;26.08.1984;1015,5;1016,4;1014,4;2,6;8,7
Torungen Fyr;SN36200;27.08.1984;1014,6;1015,9;1012,7;1;10,3
Torungen Fyr;SN36200;28.08.1984;1012,5;1013,3;1011,5;1;10,3
Torungen Fyr;SN36200;29.08.1984;1005;1006,3;1003,7;6,7;10,3
Torungen Fyr;SN36200;30.08.1984;999,3;1001,9;997,5;11,8;17
Torungen Fyr;SN36200;31.08.1984;1000,6;1001,3;999,2;7,2;10,3
Torungen Fyr;SN36200;01.09.1984;1003,6;1005,6;1002;8,7;10,8
Torungen Fyr;SN36200;02.09.1984;1008,2;1009,8;1006;4,6;9,8
Torungen Fyr;SN36200;03.09.1984;998,1;1001,6;994,4;2,1;5,7
Torungen Fyr;SN36200;04.09.1984;1002,8;1003,4;1002,3;4,1;7,7
Torungen Fyr;SN36200;05.09.1984;1013,4;1016,5;1010,2;5,1;8,7
Torungen Fyr;SN36200;06.09.1984;1020,1;1020,8;1019;5,7;12,9
Torungen Fyr;SN36200;07.09.1984;1020,5;1021,1;1019,4;3,1;5,7
Torungen Fyr;SN36200;08.09.1984;1011,2;1014,7;1007;2,6;5,7
Torungen Fyr;SN36200;09.09.1984;991,8;997,3;986,2;2,6;11,3
Torungen Fyr;SN36200;10.09.1984;990,2;993,5;986,1;4,6;9,8
Torungen Fyr;SN36200;11.09.1984;991,8;993,7;990,5;9,8;11,3
Torungen Fyr;SN36200;12.09.1984;1001,6;1006,6;997,2;5,1;10,8
Torungen Fyr;SN36200;13.09.1984;1010,4;1011,2;1009,9;4,1;6,7
Torungen Fyr;SN36200;14.09.1984;1014,6;1016;1013,3;8,7;11,3
Torungen Fyr;SN36200;15.09.1984;1023,1;1024,4;1021,1;8,2;9,8
Torungen Fyr;SN36200;16.09.1984;1024,6;1025,1;1023,7;5,7;7,2
Torungen Fyr;SN36200;17.09.1984;1019,3;1020,3;1017,9;5,7;9,3
Torungen Fyr;SN36200;18.09.1984;1015,1;1016,1;1013,3;6,7;9,8
Torungen Fyr;SN36200;19.09.1984;994,9;999,4;992,2;6,2;14,9
Torungen Fyr;SN36200;20.09.1984;999,3;1001,6;996,6;5,1;8,2
Torungen Fyr;SN36200;21.09.1984;998;1000,3;995,4;9,3;15,4
Torungen Fyr;SN36200;22.09.1984;996,7;998,1;995,8;4,1;11,8
Torungen Fyr;SN36200;23.09.1984;998,4;998,8;997,6;1,5;6,7
Torungen Fyr;SN36200;24.09.1984;997,1;997,5;996,5;7,2;9,3
Torungen Fyr;SN36200;25.09.1984;1001,4;1003;999,3;4,1;10,3
Torungen Fyr;SN36200;26.09.1984;1004;1005,6;1003;6,2;9,8
Torungen Fyr;SN36200;27.09.1984;1013,9;1015,7;1011,6;3,1;6,2
Torungen Fyr;SN36200;28.09.1984;1016,1;1016,5;1015,8;3,1;4,6
Torungen Fyr;SN36200;29.09.1984;1015,5;1015,9;1015;4,6;5,1
Torungen Fyr;SN36200;30.09.1984;1005,3;1009,2;1001,4;9,8;14,4
Torungen Fyr;SN36200;01.10.1984;1005,5;1006,4;1004,9;3,1;6,7
Torungen Fyr;SN36200;02.10.1984;995,4;995,7;995,1;6,7;10,8
Torungen Fyr;SN36200;03.10.1984;1004,4;1006,1;1002,4;2,1;4,1
Torungen Fyr;SN36200;04.10.1984;1007,1;1007,5;1006,5;5,1;8,7
Torungen Fyr;SN36200;05.10.1984;1007,1;1008,4;1004,5;7,7;12,9
Torungen Fyr;SN36200;06.10.1984;997,5;999,2;996,1;6,7;10,3
Torungen Fyr;SN36200;07.10.1984;1003,1;1004,1;1001,8;5,1;8,7
Torungen Fyr;SN36200;08.10.1984;1007,7;1009,4;1004,3;6,2;12,9
Torungen Fyr;SN36200;09.10.1984;1008,2;1012,2;1003,8;9,8;12,9
Torungen Fyr;SN36200;10.10.1984;1014,1;1015,6;1012,7;11,3;13,9
Torungen Fyr;SN36200;11.10.1984;1007,9;1008,1;1007,6;8,7;13,4
Torungen Fyr;SN36200;12.10.1984;1011,7;1015,3;1008;8,2;10,3
Torungen Fyr;SN36200;13.10.1984;1016,9;1020,3;1011,4;4,1;4,6
Torungen Fyr;SN36200;14.10.1984;1013,6;1014,8;1012;6,2;7,7
Torungen Fyr;SN36200;15.10.1984;1021,7;1023,4;1019,6;3,1;6,2
Torungen Fyr;SN36200;16.10.1984;1021,4;1023,7;1018,1;3,1;10,8
Torungen Fyr;SN36200;17.10.1984;1004,2;1007,3;1002,1;6,2;10,8
Torungen Fyr;SN36200;18.10.1984;992,2;999,3;982,8;5,1;20,6
Torungen Fyr;SN36200;19.10.1984;986,2;988;983,3;11,3;19
Torungen Fyr;SN36200;20.10.1984;977,4;977,9;976,7;6,7;11,3
Torungen Fyr;SN36200;21.10.1984;991,9;1001,1;982,2;9,3;13,4
Torungen Fyr;SN36200;22.10.1984;999,9;1004,8;995,7;2,6;12,3
Torungen Fyr;SN36200;23.10.1984;996,7;1000;993,9;6,2;7,7
Torungen Fyr;SN36200;24.10.1984;1007,6;1008,1;1006,8;3,1;6,7
Torungen Fyr;SN36200;25.10.1984;998,3;1003;995;8,7;11,8
Torungen Fyr;SN36200;26.10.1984;997,7;1000,2;994,9;11,3;14,4
Torungen Fyr;SN36200;27.10.1984;1010,1;1014,6;1005;6,2;11,8
Torungen Fyr;SN36200;28.10.1984;1021,5;1022,5;1020,9;3,1;12,9
Torungen Fyr;SN36200;29.10.1984;1018,8;1020;1017,5;2,6;7,7
Torungen Fyr;SN36200;30.10.1984;1016,1;1018,6;1012,6;8,7;13,9
Torungen Fyr;SN36200;31.10.1984;1016,2;1018,3;1014,3;3,1;11,3
Torungen Fyr;SN36200;01.11.1984;1014,5;1015,3;1013,5;10,3;11,3
Torungen Fyr;SN36200;02.11.1984;1013,7;1013,9;1013,5;5,7;8,7
Torungen Fyr;SN36200;03.11.1984;1012,5;1013;1012,1;4,6;6,7
Torungen Fyr;SN36200;04.11.1984;1006,5;1008,8;1003,6;4,6;6,7
Torungen Fyr;SN36200;05.11.1984;998,6;1002,3;995,1;6,2;8,7
Torungen Fyr;SN36200;06.11.1984;1008,7;1010,3;1006,5;3,1;6,2
Torungen Fyr;SN36200;07.11.1984;1012,3;1014,1;1010,4;10,3;13,9
Torungen Fyr;SN36200;08.11.1984;1018,3;1018,9;1017,4;8,7;11,3
Torungen Fyr;SN36200;09.11.1984;1021,8;1023;1020,4;8,7;12,9
Torungen Fyr;SN36200;10.11.1984;1026,8;1027,4;1025,9;11,8;12,3
Torungen Fyr;SN36200;11.11.1984;1026;1026,4;1025,4;10,3;11,3
Torungen Fyr;SN36200;12.11.1984;1021,4;1021,7;1021,1;7,2;9,8
Torungen Fyr;SN36200;13.11.1984;1019,4;1019,7;1019;9,3;13,9
Torungen Fyr;SN36200;14.11.1984;1020,6;1021,2;1020,1;15,4;17
Torungen Fyr;SN36200;15.11.1984;1018,6;1018,7;1018,4;15,4;19,5
Torungen Fyr;SN36200;16.11.1984;1021,2;1021,8;1020,6;16,5;20,6
Torungen Fyr;SN36200;17.11.1984;1020,1;1020,6;1019,1;14,4;16,5
Torungen Fyr;SN36200;18.11.1984;1015,1;1016,3;1013,6;13,4;19
Torungen Fyr;SN36200;19.11.1984;1010,5;1011,3;1010;10,3;11,3
Torungen Fyr;SN36200;20.11.1984;1009,3;1009,6;1008,9;7,2;9,3
Torungen Fyr;SN36200;21.11.1984;1004,6;1004,9;1004,2;11,8;14,4
Torungen Fyr;SN36200;22.11.1984;993,4;1000,5;985,5;15,9;18,5
Torungen Fyr;SN36200;23.11.1984;974,2;976,4;971,5;4,6;11,3
Torungen Fyr;SN36200;24.11.1984;978,6;983;973,6;2,1;5,7
Torungen Fyr;SN36200;25.11.1984;989,3;995;986,1;6,2;9,8
Torungen Fyr;SN36200;26.11.1984;1011,2;1016;1006;2,6;5,1
Torungen Fyr;SN36200;27.11.1984;1017,5;1022;1011,8;5,1;14,4
Torungen Fyr;SN36200;28.11.1984;999,9;1000,8;999,3;13,9;18
Torungen Fyr;SN36200;29.11.1984;1009,5;1011,6;1007,4;6,2;9,8
Torungen Fyr;SN36200;30.11.1984;1016,2;1016,8;1015,5;7,2;11,3
Torungen Fyr;SN36200;01.12.1984;1016,1;1016,6;1015,2;7,2;9,8
Torungen Fyr;SN36200;02.12.1984;1016;1016,8;1015;7,7;8,7
Torungen Fyr;SN36200;03.12.1984;1019,6;1021,2;1018,1;5,7;9,3
Torungen Fyr;SN36200;04.12.1984;1024;1024,4;1023,5;3,1;6,7
Torungen Fyr;SN36200;05.12.1984;1020,9;1021,8;1019,3;3,6;8,7
Torungen Fyr;SN36200;06.12.1984;1012,4;1015,4;1009,8;9,3;14,9
Torungen Fyr;SN36200;07.12.1984;1015,7;1016,7;1014,4;8,2;11,3
Torungen Fyr;SN36200;08.12.1984;1015,1;1016,1;1013,6;9,8;12,9
Torungen Fyr;SN36200;09.12.1984;1013,4;1014,7;1011,3;6,2;8,2
Torungen Fyr;SN36200;10.12.1984;1007,3;1009,6;1005,6;10,8;14,4
Torungen Fyr;SN36200;11.12.1984;1020,8;1023,9;1017,4;2,6;4,6
Torungen Fyr;SN36200;12.12.1984;1024,4;1024,6;1024,1;4,1;4,6
Torungen Fyr;SN36200;13.12.1984;1023,5;1024;1022,6;6,7;8,2
Torungen Fyr;SN36200;14.12.1984;1025,3;1026,5;1024;9,3;10,3
Torungen Fyr;SN36200;15.12.1984;1028,9;1030;1027,2;8,2;9,3
Torungen Fyr;SN36200;16.12.1984;1029,8;1030,5;1028,4;11,3;14,4
Torungen Fyr;SN36200;17.12.1984;1017,2;1020,5;1013,7;12,3;13,4
Torungen Fyr;SN36200;18.12.1984;999,9;1002,9;997;9,8;18
Torungen Fyr;SN36200;19.12.1984;1009,2;1009,8;1008,7;4,1;12,3
Torungen Fyr;SN36200;20.12.1984;1003,5;1005,8;1001,9;7,2;15,4
Torungen Fyr;SN36200;21.12.1984;1006,9;1010;1004,1;3,1;6,7
Torungen Fyr;SN36200;22.12.1984;1016,2;1016,7;1015,2;6,2;7,2
Torungen Fyr;SN36200;23.12.1984;1011,1;1012;1010,7;14,4;15,4
Torungen Fyr;SN36200;24.12.1984;1008,9;1009,3;1008,5;11,3;11,8
Torungen Fyr;SN36200;25.12.1984;1010,4;1010,8;1009,7;9,3;11,3
Torungen Fyr;SN36200;26.12.1984;1012,1;1014,4;1009,6;7,7;8,7
Torungen Fyr;SN36200;27.12.1984;1024,4;1027,8;1020,7;7,7;8,7
Torungen Fyr;SN36200;28.12.1984;1034,3;1036,9;1031,8;7,2;9,8
Torungen Fyr;SN36200;29.12.1984;1041,1;1042,2;1039,6;6,7;9,3
Torungen Fyr;SN36200;30.12.1984;1039,4;1041,3;1037;2,6;3,1
Torungen Fyr;SN36200;31.12.1984;1019,5;1026,4;1014,2;6,7;12,3
Torungen Fyr;SN36200;01.01.1985;1019,3;1020,2;1018,3;8,2;16,5
Torungen Fyr;SN36200;02.01.1985;1016,1;1016,7;1015,6;4,6;8,7
Torungen Fyr;SN36200;03.01.1985;1015,7;1017,2;1014,3;7,2;11,8
Torungen Fyr;SN36200;04.01.1985;1019,3;1021,7;1017,2;10,8;13,4
Torungen Fyr;SN36200;05.01.1985;1021;1023,9;1016,4;4,6;10,8
Torungen Fyr;SN36200;06.01.1985;1019,7;1022,4;1016,5;12,3;14,4
Torungen Fyr;SN36200;07.01.1985;1021,7;1022,3;1020,4;1;8,2
Torungen Fyr;SN36200;08.01.1985;1016,9;1017,6;1016,6;7,2;9,3
Torungen Fyr;SN36200;09.01.1985;1010,9;1012;1009,5;3,6;9,8
Torungen Fyr;SN36200;10.01.1985;1019,5;1021;1017,3;4,6;6,7
Torungen Fyr;SN36200;11.01.1985;1022,2;1023,2;1021,6;2,6;3,1
Torungen Fyr;SN36200;12.01.1985;1033,1;1034,8;1031;6,7;10,3
Torungen Fyr;SN36200;13.01.1985;1038,2;1039,8;1035,9;8,7;10,8
Torungen Fyr;SN36200;14.01.1985;1038,8;1038,9;1038,7;5,7;9,8
Torungen Fyr;SN36200;15.01.1985;1041,4;1042;1040,7;8,7;9,8
Torungen Fyr;SN36200;16.01.1985;1038,2;1039,5;1036,4;6,7;8,7
Torungen Fyr;SN36200;17.01.1985;1026;1029,7;1021,8;5,1;7,2
Torungen Fyr;SN36200;18.01.1985;1012,1;1014,3;1009,9;3,6;5,1
Torungen Fyr;SN36200;19.01.1985;1007,4;1007,4;1007,4;3,1;5,7
Torungen Fyr;SN36200;20.01.1985;1008,6;1009,3;1007,7;4,1;7,7
Torungen Fyr;SN36200;21.01.1985;1005,3;1007,6;1002,2;3,6;8,7
Torungen Fyr;SN36200;22.01.1985;983,5;986,5;981,6;7,7;13,9
Torungen Fyr;SN36200;23.01.1985;979,2;983,8;975,7;2,1;6,2
Torungen Fyr;SN36200;24.01.1985;991;993,8;988;9,3;10,8
Torungen Fyr;SN36200;25.01.1985;998;1000,5;995,2;11,8;13,4
Torungen Fyr;SN36200;26.01.1985;1002;1003,9;1000,5;12,3;14,4
Torungen Fyr;SN36200;27.01.1985;1013,1;1014,3;1011,4;5,1;9,3
Torungen Fyr;SN36200;28.01.1985;1013,9;1014,7;1012,8;7,2;10,8
Torungen Fyr;SN36200;29.01.1985;1005,9;1007,5;1003;2,6;5,7
Torungen Fyr;SN36200;30.01.1985;1006,4;1013,6;998,4;2,1;8,7
Torungen Fyr;SN36200;31.01.1985;990,6;997,1;987,1;1;10,3
Torungen Fyr;SN36200;01.02.1985;990,6;991,6;988,9;5,1;18,5
Torungen Fyr;SN36200;02.02.1985;1000,4;1008,1;994,5;3,1;8,2
Torungen Fyr;SN36200;03.02.1985;1027,4;1030;1024;2,6;3,6
Torungen Fyr;SN36200;04.02.1985;1019,8;1025,7;1013,8;5,1;9,8
Torungen Fyr;SN36200;05.02.1985;1013,6;1014,9;1012,2;3,6;9,8
Torungen Fyr;SN36200;06.02.1985;1015,6;1017,7;1012,8;3,1;7,2
