Navn;Stasjon;Tid(norsk normaltid);Midlere lufttrykk i havnivå (døgn);Høyeste lufttrykk i havnivå (døgn);Laveste lufttrykk i havnivå (døgn);Svakeste middelvind fra hovedobs. (døgn);Kraftigste middelvind fra hovedobs. (døgn)
Torungen Fyr;SN36200;07.02.1985;1025,9;1027;1024,2;5,1;6,7
Torungen Fyr;SN36200;08.02.1985;1027,9;1029,3;1027;9,3;9,8
Torungen Fyr;SN36200;09.02.1985;1025,2;1025,9;1024,4;7,7;11,3
Torungen Fyr;SN36200;10.02.1985;1023,3;1024,6;1021,6;3,1;8,2
Torungen Fyr;SN36200;11.02.1985;1019,8;1020,6;1018,6;1;8,7
Torungen Fyr;SN36200;12.02.1985;1014,9;1016,3;1013,3;8,7;9,3
Torungen Fyr;SN36200;13.02.1985;1015;1015,9;1014,4;1,5;6,2
Torungen Fyr;SN36200;14.02.1985;1021,8;1024,4;1018,3;4,1;16,5
Torungen Fyr;SN36200;15.02.1985;1022,1;1024,4;1018,7;3,1;11,3
Torungen Fyr;SN36200;16.02.1985;1025,2;1027,8;1023,6;4,6;6,2
Torungen Fyr;SN36200;17.02.1985;1038,4;1039,9;1036,8;7,2;10,3
Torungen Fyr;SN36200;18.02.1985;1041,3;1042,1;1039,8;3,1;6,7
Torungen Fyr;SN36200;19.02.1985;1035,9;1036,9;1033,8;4,1;5,7
Torungen Fyr;SN36200;20.02.1985;1026,1;1026,4;1026;4,6;8,2
Torungen Fyr;SN36200;21.02.1985;1032;1033,2;1030,1;2,1;4,1
Torungen Fyr;SN36200;22.02.1985;1033,3;1035,2;1031,2;2,1;4,6
Torungen Fyr;SN36200;23.02.1985;1019,5;1022,9;1016,2;5,1;8,7
Torungen Fyr;SN36200;24.02.1985;1019,8;1024,6;1015;3,1;9,3
Torungen Fyr;SN36200;25.02.1985;1029,7;1030,4;1028,6;2,1;4,1
Torungen Fyr;SN36200;26.02.1985;1029;1029,2;1028,9;4,1;4,6
Torungen Fyr;SN36200;27.02.1985;1030,4;1031,3;1029,4;2,1;4,1
Torungen Fyr;SN36200;28.02.1985;1026,3;1027,7;1024,7;1;4,1
Torungen Fyr;SN36200;01.03.1985;1022,5;1023,1;1021,5;7,2;10,8
Torungen Fyr;SN36200;02.03.1985;1016,4;1017,9;1014,6;13,4;14,4
Torungen Fyr;SN36200;03.03.1985;1015,3;1016,8;1014,5;9,3;11,8
Torungen Fyr;SN36200;04.03.1985;1015,3;1015,9;1014,7;7,2;13,4
Torungen Fyr;SN36200;05.03.1985;1021,2;1024,2;1017,9;3,6;7,7
Torungen Fyr;SN36200;06.03.1985;1030,7;1032,6;1028,6;2,6;4,1
Torungen Fyr;SN36200;07.03.1985;1033,1;1033,7;1032,5;6,2;7,7
Torungen Fyr;SN36200;08.03.1985;1035,9;1036,7;1034,9;1;3,1
Torungen Fyr;SN36200;09.03.1985;1037,8;1038,6;1037,1;1,5;7,7
Torungen Fyr;SN36200;10.03.1985;1027,4;1029,6;1026,2;4,6;12,3
Torungen Fyr;SN36200;11.03.1985;1035,4;1037;1034,2;4,6;6,7
Torungen Fyr;SN36200;12.03.1985;1025,2;1026,8;1022,8;9,8;12,3
Torungen Fyr;SN36200;13.03.1985;1009,3;1012;1006,7;8,2;11,3
Torungen Fyr;SN36200;14.03.1985;1001,2;1003,3;998,9;6,2;7,2
Torungen Fyr;SN36200;15.03.1985;996,3;996,4;996,1;3,6;8,7
Torungen Fyr;SN36200;16.03.1985;1002;1003,5;1000,2;4,1;4,6
Torungen Fyr;SN36200;17.03.1985;1011,9;1014,5;1008,9;1;4,1
Torungen Fyr;SN36200;18.03.1985;1022,9;1024;1020,8;4,6;8,2
Torungen Fyr;SN36200;19.03.1985;1023,5;1025;1020,7;8,7;14,4
Torungen Fyr;SN36200;20.03.1985;1016,2;1018,6;1013,3;14,4;17
Torungen Fyr;SN36200;21.03.1985;1006,7;1008,5;1005;13,4;18
Torungen Fyr;SN36200;22.03.1985;1004,7;1005,1;1004,5;11,3;14,9
Torungen Fyr;SN36200;23.03.1985;1006;1007;1004,4;11,3;13,4
Torungen Fyr;SN36200;24.03.1985;1006;1006,3;1005,8;8,7;10,8
Torungen Fyr;SN36200;25.03.1985;1005;1005,8;1004,4;5,1;10,3
Torungen Fyr;SN36200;26.03.1985;1002,5;1002,7;1002,3;3,1;5,7
Torungen Fyr;SN36200;27.03.1985;994,8;995,8;994,1;2,1;6,7
Torungen Fyr;SN36200;28.03.1985;997,5;998,1;996,8;10,3;10,8
Torungen Fyr;SN36200;29.03.1985;997,2;998,1;996,3;7,7;10,3
Torungen Fyr;SN36200;30.03.1985;994,5;995,3;993,6;6,7;11,3
Torungen Fyr;SN36200;31.03.1985;996,8;999,2;994,4;3,1;4,6
Torungen Fyr;SN36200;01.04.1985;1002,3;1003,7;1000,6;3,1;6,2
Torungen Fyr;SN36200;02.04.1985;996,4;999,4;994,3;2,1;6,2
Torungen Fyr;SN36200;03.04.1985;1013,2;1014,9;1010,6;1;7,2
Torungen Fyr;SN36200;04.04.1985;1004,2;1006,4;1002;3,6;10,3
Torungen Fyr;SN36200;05.04.1985;1005,7;1005,9;1005,5;11,3;13,9
Torungen Fyr;SN36200;06.04.1985;1004;1004,3;1003,9;12,9;14,4
Torungen Fyr;SN36200;07.04.1985;1004;1004,4;1003,7;5,1;11,8
Torungen Fyr;SN36200;08.04.1985;993,9;996,8;991,6;12,3;14,4
Torungen Fyr;SN36200;09.04.1985;999,5;1004,5;993,8;12,9;18,5
Torungen Fyr;SN36200;10.04.1985;1013,5;1014;1012,6;2,1;6,7
Torungen Fyr;SN36200;11.04.1985;1009;1011,1;1006,6;5,1;6,7
Torungen Fyr;SN36200;12.04.1985;1006,2;1007;1005,4;6,2;10,3
Torungen Fyr;SN36200;13.04.1985;996,7;997,8;995,7;4,6;8,7
Torungen Fyr;SN36200;14.04.1985;999,8;1002,8;997,3;2,6;5,7
Torungen Fyr;SN36200;15.04.1985;1011,5;1013,3;1008,8;2,6;7,2
Torungen Fyr;SN36200;16.04.1985;1021,9;1024;1019,2;2,1;9,3
Torungen Fyr;SN36200;17.04.1985;1025,3;1027,1;1023,6;2,6;7,7
Torungen Fyr;SN36200;18.04.1985;1027,3;1028,3;1025,7;6,2;9,8
Torungen Fyr;SN36200;19.04.1985;1015,3;1022,4;1007,1;2,1;5,7
Torungen Fyr;SN36200;20.04.1985;998,6;1002,8;995,4;5,7;9,3
Torungen Fyr;SN36200;21.04.1985;1017,7;1019,3;1015,1;4,6;9,3
Torungen Fyr;SN36200;22.04.1985;1014,6;1017,1;1011,8;1;6,7
Torungen Fyr;SN36200;23.04.1985;1023,6;1024,7;1022,6;7,7;10,8
Torungen Fyr;SN36200;24.04.1985;1008;1014,1;1003;7,7;13,4
Torungen Fyr;SN36200;25.04.1985;1005,5;1005,8;1005,3;5,7;10,3
Torungen Fyr;SN36200;26.04.1985;1006,7;1009,6;1002,4;6,2;10,3
Torungen Fyr;SN36200;27.04.1985;986,6;989;985,1;2,1;9,3
Torungen Fyr;SN36200;28.04.1985;1002,9;1005,8;998,9;10,3;13,4
Torungen Fyr;SN36200;29.04.1985;1009,4;1010;1008,6;6,2;9,8
Torungen Fyr;SN36200;30.04.1985;1009,5;1011;1007,8;3,1;7,2
Torungen Fyr;SN36200;01.05.1985;1001,6;1004,2;999,2;7,2;7,7
Torungen Fyr;SN36200;02.05.1985;1002,2;1003,2;1001,6;4,1;12,3
Torungen Fyr;SN36200;03.05.1985;1007,2;1008;1006,3;2,1;5,1
Torungen Fyr;SN36200;04.05.1985;1006,4;1007,6;1005,3;4,1;5,1
Torungen Fyr;SN36200;05.05.1985;1008,8;1011,4;1006;0,5;4,1
Torungen Fyr;SN36200;06.05.1985;1019,9;1020,7;1018,8;6,2;11,3
Torungen Fyr;SN36200;07.05.1985;1020,8;1021,4;1020,5;13,4;16,5
Torungen Fyr;SN36200;08.05.1985;1021;1022,3;1019,2;10,3;14,4
Torungen Fyr;SN36200;09.05.1985;1015,6;1017,7;1013,7;9,8;14,4
Torungen Fyr;SN36200;10.05.1985;1016,1;1017,4;1015;2,6;12,3
Torungen Fyr;SN36200;11.05.1985;1022,5;1023,9;1020,5;2,6;6,2
Torungen Fyr;SN36200;12.05.1985;1026,3;1027,1;1025,1;5,1;7,2
Torungen Fyr;SN36200;13.05.1985;1023,6;1025,2;1020,9;5,1;5,7
Torungen Fyr;SN36200;14.05.1985;1015,4;1017,9;1012,9;8,7;11,3
Torungen Fyr;SN36200;15.05.1985;1018,9;1020,3;1017,6;4,1;17
Torungen Fyr;SN36200;16.05.1985;1018,6;1018,9;1018,4;0,5;4,1
Torungen Fyr;SN36200;17.05.1985;1022,8;1024,3;1020,6;3,1;6,7
Torungen Fyr;SN36200;18.05.1985;1025,1;1025,5;1024,5;4,1;7,2
Torungen Fyr;SN36200;19.05.1985;1027,7;1029;1025,5;4,1;6,2
Torungen Fyr;SN36200;20.05.1985;1019,6;1022,3;1016;2,1;8,2
Torungen Fyr;SN36200;21.05.1985;1012,4;1015,2;1008,3;5,1;12,3
Torungen Fyr;SN36200;22.05.1985;998,5;1001;995,7;4,6;10,8
Torungen Fyr;SN36200;23.05.1985;997,4;999,1;995,7;3,6;6,2
Torungen Fyr;SN36200;24.05.1985;1007,4;1008,5;1005,8;5,7;10,3
Torungen Fyr;SN36200;25.05.1985;1010,2;1013,5;1006,5;8,2;12,9
Torungen Fyr;SN36200;26.05.1985;1016,9;1018,2;1016;6,2;7,2
Torungen Fyr;SN36200;27.05.1985;1014,8;1015,5;1013,7;7,2;8,2
Torungen Fyr;SN36200;28.05.1985;1015;1016,7;1013,2;4,6;7,2
Torungen Fyr;SN36200;29.05.1985;1020,7;1021;1020,2;1;6,2
Torungen Fyr;SN36200;30.05.1985;1026,2;1026,7;1025,7;6,2;6,7
Torungen Fyr;SN36200;31.05.1985;1029,2;1030,4;1028,3;4,6;9,3
Torungen Fyr;SN36200;01.06.1985;1026,5;1027,4;1024,8;1;10,3
Torungen Fyr;SN36200;02.06.1985;1022,8;1023,5;1021,3;3,1;5,7
Torungen Fyr;SN36200;03.06.1985;1022;1022,9;1020,3;5,1;10,3
Torungen Fyr;SN36200;04.06.1985;1014,1;1016,8;1010,6;3,1;11,3
Torungen Fyr;SN36200;05.06.1985;1006;1006,8;1004,6;3,1;6,2
Torungen Fyr;SN36200;06.06.1985;1005,9;1007,1;1004,2;7,7;9,3
Torungen Fyr;SN36200;07.06.1985;1005,1;1005,7;1004,5;5,1;6,2
Torungen Fyr;SN36200;08.06.1985;1001,7;1002,4;1001,3;3,1;7,2
Torungen Fyr;SN36200;09.06.1985;998,3;999,3;997,5;3,1;15,4
Torungen Fyr;SN36200;10.06.1985;999,9;1001;998,8;1;6,2
Torungen Fyr;SN36200;11.06.1985;1002,8;1003,4;1002,1;4,1;8,2
Torungen Fyr;SN36200;12.06.1985;998,2;999,9;996;4,1;13,9
Torungen Fyr;SN36200;13.06.1985;999;1001,3;996,7;3,1;11,3
Torungen Fyr;SN36200;14.06.1985;1003,6;1004,1;1003,1;2,6;5,1
Torungen Fyr;SN36200;15.06.1985;1005,3;1006,1;1004,1;3,6;7,7
Torungen Fyr;SN36200;16.06.1985;1007;1007,9;1005,7;2,6;4,6
Torungen Fyr;SN36200;17.06.1985;1011,4;1011,9;1010,6;4,6;6,7
Torungen Fyr;SN36200;18.06.1985;1013,4;1013,9;1012,7;3,1;6,2
Torungen Fyr;SN36200;19.06.1985;1012,8;1013,3;1011,8;5,7;11,3
Torungen Fyr;SN36200;20.06.1985;1011,4;1011,7;1010,9;3,1;5,1
Torungen Fyr;SN36200;21.06.1985;1011,3;1012;1010,8;2,6;3,6
Torungen Fyr;SN36200;22.06.1985;1008,9;1009,6;1007,8;3,1;5,1
Torungen Fyr;SN36200;23.06.1985;1006,7;1007;1006,5;1,5;7,2
Torungen Fyr;SN36200;24.06.1985;1009,6;1010,2;1008,7;4,1;9,3
Torungen Fyr;SN36200;25.06.1985;1012,4;1012,9;1011,8;4,1;9,8
Torungen Fyr;SN36200;26.06.1985;1011,5;1012,3;1010,3;5,1;13,4
Torungen Fyr;SN36200;27.06.1985;1009,2;1010,1;1007,8;1,5;5,7
Torungen Fyr;SN36200;28.06.1985;1004,3;1004,6;1004;3,6;13,4
Torungen Fyr;SN36200;29.06.1985;1007,9;1008,4;1007,1;6,2;11,3
Torungen Fyr;SN36200;30.06.1985;1008,6;1009;1008,2;4,1;9,8
Torungen Fyr;SN36200;01.07.1985;1007,2;1008,2;1005,8;3,1;6,2
Torungen Fyr;SN36200;02.07.1985;1015,5;1017,1;1013,2;4,1;6,2
Torungen Fyr;SN36200;03.07.1985;1020,9;1021,7;1020,4;2,6;11,3
Torungen Fyr;SN36200;04.07.1985;1023;1023,3;1022,6;5,1;10,3
Torungen Fyr;SN36200;05.07.1985;1024,6;1025,2;1024,3;3,1;4,1
Torungen Fyr;SN36200;06.07.1985;1021,3;1023;1019;5,1;5,7
Torungen Fyr;SN36200;07.07.1985;1016,3;1018,1;1014,7;5,7;11,3
Torungen Fyr;SN36200;08.07.1985;1013,2;1014,1;1012;1;7,7
Torungen Fyr;SN36200;09.07.1985;1013,3;1013,7;1013;2,1;5,1
Torungen Fyr;SN36200;10.07.1985;1012;1013,3;1009,8;2,6;11,8
Torungen Fyr;SN36200;11.07.1985;1011,3;1011,8;1011;7,7;11,8
Torungen Fyr;SN36200;12.07.1985;1013,6;1014,1;1012,9;5,1;8,2
Torungen Fyr;SN36200;13.07.1985;1015,9;1017;1014,4;9,3;12,9
Torungen Fyr;SN36200;14.07.1985;1013,5;1017,3;1009,9;3,1;7,2
Torungen Fyr;SN36200;15.07.1985;1005,6;1008,8;1003,9;3,1;14,4
Torungen Fyr;SN36200;16.07.1985;1014,1;1014,7;1013,1;6,2;9,8
Torungen Fyr;SN36200;17.07.1985;1011,9;1012,1;1011,6;5,1;13,4
Torungen Fyr;SN36200;18.07.1985;1008,2;1009,4;1006,9;8,2;12,9
Torungen Fyr;SN36200;19.07.1985;998,6;1000,5;996,6;5,7;11,8
Torungen Fyr;SN36200;20.07.1985;1005,3;1006;1004,2;4,1;11,8
Torungen Fyr;SN36200;21.07.1985;1008,8;1009,5;1007,5;2,6;10,3
Torungen Fyr;SN36200;22.07.1985;1011,1;1013,5;1009,3;7,7;12,9
Torungen Fyr;SN36200;23.07.1985;1011,2;1012,4;1010;3,1;10,3
Torungen Fyr;SN36200;24.07.1985;1017,3;1018,1;1016,3;5,1;10,3
Torungen Fyr;SN36200;25.07.1985;1020,2;1021,3;1018,4;4,1;10,3
Torungen Fyr;SN36200;26.07.1985;1014,9;1016,2;1012,7;2,6;7,2
Torungen Fyr;SN36200;27.07.1985;1007,2;1007,5;1006,8;6,2;8,7
Torungen Fyr;SN36200;28.07.1985;1007,6;1008;1007,3;5,1;9,8
Torungen Fyr;SN36200;29.07.1985;1004,9;1006,1;1003;2,1;8,7
Torungen Fyr;SN36200;30.07.1985;997,8;998,1;997,4;6,2;8,7
Torungen Fyr;SN36200;31.07.1985;996;996,6;994,9;3,6;7,2
Torungen Fyr;SN36200;01.08.1985;1001,9;1003,2;1000,4;6,2;8,2
Torungen Fyr;SN36200;02.08.1985;1004,4;1005,4;1003;8,2;11,3
Torungen Fyr;SN36200;03.08.1985;998,3;999,1;997,1;6,7;12,3
Torungen Fyr;SN36200;04.08.1985;999,4;999,9;998,7;5,7;13,4
Torungen Fyr;SN36200;05.08.1985;989,2;996,7;983,3;8,7;17
Torungen Fyr;SN36200;06.08.1985;986,9;990,9;983,3;4,1;12,3
Torungen Fyr;SN36200;07.08.1985;1001,8;1005,8;997;7,2;10,3
Torungen Fyr;SN36200;08.08.1985;1007,8;1008,2;1007,5;4,1;6,2
Torungen Fyr;SN36200;09.08.1985;1012;1013,2;1011,2;3,1;11,8
Torungen Fyr;SN36200;10.08.1985;1005,8;1008,6;1002,7;7,2;11,8
Torungen Fyr;SN36200;11.08.1985;1003,8;1006,3;1001,2;6,7;14,4
Torungen Fyr;SN36200;12.08.1985;1007,1;1010,5;1003,5;12,3;15,4
Torungen Fyr;SN36200;13.08.1985;1017,7;1019,4;1015,2;8,2;11,8
Torungen Fyr;SN36200;14.08.1985;1019,3;1021,1;1016,8;4,6;10,8
Torungen Fyr;SN36200;15.08.1985;1015,4;1017,4;1013,1;2,1;13,4
Torungen Fyr;SN36200;16.08.1985;1017,4;1017,8;1016,8;4,1;7,2
Torungen Fyr;SN36200;17.08.1985;1016,3;1017;1015,5;3,1;5,1
Torungen Fyr;SN36200;18.08.1985;1016;1016,5;1015,4;3,1;5,7
Torungen Fyr;SN36200;19.08.1985;1010,2;1012,3;1007,8;2,6;3,6
Torungen Fyr;SN36200;20.08.1985;1007,8;1008,7;1006,7;2,1;8,2
Torungen Fyr;SN36200;21.08.1985;1003,3;1005,8;1001,6;10,8;14,4
Torungen Fyr;SN36200;22.08.1985;1006,7;1007,6;1006;5,7;11,8
Torungen Fyr;SN36200;23.08.1985;1008,6;1009,5;1007,1;9,8;12,3
Torungen Fyr;SN36200;24.08.1985;1000,7;1004,1;997,5;8,7;12,3
Torungen Fyr;SN36200;25.08.1985;1001,3;1003,4;998,9;7,7;13,4
Torungen Fyr;SN36200;26.08.1985;1003,4;1006;1001,4;4,6;15,4
Torungen Fyr;SN36200;27.08.1985;1017,4;1018,9;1015,4;5,7;14,4
Torungen Fyr;SN36200;28.08.1985;1016,2;1017;1014,8;8,7;15,4
Torungen Fyr;SN36200;29.08.1985;1021,6;1022,2;1020,4;5,1;8,2
Torungen Fyr;SN36200;30.08.1985;1021,3;1022,9;1018,7;3,1;4,1
Torungen Fyr;SN36200;31.08.1985;1010,7;1011,5;1009,5;6,2;9,3
Torungen Fyr;SN36200;01.09.1985;1003,5;1004,9;1002,6;3,1;6,7
Torungen Fyr;SN36200;02.09.1985;1004,6;1006,2;1002,9;3,6;7,7
Torungen Fyr;SN36200;03.09.1985;1000,8;1003,9;998,2;3,6;8,2
Torungen Fyr;SN36200;04.09.1985;1002,4;1006,8;998,4;5,7;11,3
Torungen Fyr;SN36200;05.09.1985;1004,8;1009,2;999;4,1;13,9
Torungen Fyr;SN36200;06.09.1985;998,4;1001,2;996,3;13,4;19,5
Torungen Fyr;SN36200;07.09.1985;1004,7;1006,5;1002,5;6,2;9,3
Torungen Fyr;SN36200;08.09.1985;1009,8;1010,4;1008,7;4,1;6,2
Torungen Fyr;SN36200;09.09.1985;1014,1;1014,7;1013,3;4,1;6,2
Torungen Fyr;SN36200;10.09.1985;1014,5;1016;1012,3;3,1;6,2
Torungen Fyr;SN36200;11.09.1985;1020;1022,1;1017,1;3,6;6,2
Torungen Fyr;SN36200;12.09.1985;1023,8;1024,6;1022,8;3,1;7,2
Torungen Fyr;SN36200;13.09.1985;1013,8;1016;1012,4;6,2;8,7
Torungen Fyr;SN36200;14.09.1985;1008,6;1013,2;1003;5,7;18
Torungen Fyr;SN36200;15.09.1985;996,9;997,5;996,1;11,3;14,4
Torungen Fyr;SN36200;16.09.1985;1002,8;1003,7;1002;6,7;10,3
Torungen Fyr;SN36200;17.09.1985;1005,8;1009,5;1002,4;5,1;8,2
Torungen Fyr;SN36200;18.09.1985;1017;1017,8;1015,4;6,2;8,7
Torungen Fyr;SN36200;19.09.1985;1004,6;1010,9;999,2;9,3;15,4
Torungen Fyr;SN36200;20.09.1985;1007,5;1008;1006,7;9,3;11,8
Torungen Fyr;SN36200;21.09.1985;1005,3;1006,8;1002,8;4,1;5,7
Torungen Fyr;SN36200;22.09.1985;1009,5;1012,4;1007;4,1;6,2
Torungen Fyr;SN36200;23.09.1985;1019,6;1020,9;1018,8;1,5;5,1
Torungen Fyr;SN36200;24.09.1985;1014,7;1015,6;1013,4;3,6;6,7
Torungen Fyr;SN36200;25.09.1985;1019,3;1021,7;1016,6;2,6;6,7
Torungen Fyr;SN36200;26.09.1985;1024,8;1025,3;1024;3,6;11,3
Torungen Fyr;SN36200;27.09.1985;1020,5;1021,5;1019,5;2,6;6,2
Torungen Fyr;SN36200;28.09.1985;1021,3;1021,8;1020,6;3,1;5,1
Torungen Fyr;SN36200;29.09.1985;1023,5;1024,2;1022,1;2,6;4,6
Torungen Fyr;SN36200;30.09.1985;1018,8;1020,6;1016,5;5,1;7,2
Torungen Fyr;SN36200;01.10.1985;1010,4;1011,2;1009,4;9,8;12,3
Torungen Fyr;SN36200;02.10.1985;1011,2;1011,9;1010,1;6,2;6,7
Torungen Fyr;SN36200;03.10.1985;1008;1010,2;1004,8;3,1;8,7
Torungen Fyr;SN36200;04.10.1985;1005,1;1005,9;1004,5;6,7;10,8
Torungen Fyr;SN36200;05.10.1985;1008,2;1012,1;1005,2;10,3;15,4
Torungen Fyr;SN36200;06.10.1985;1017,5;1018,4;1016,6;2,1;9,3
Torungen Fyr;SN36200;07.10.1985;1009,6;1010,9;1007,7;8,7;15,4
Torungen Fyr;SN36200;08.10.1985;1005,6;1007,5;1004,1;2,1;8,2
Torungen Fyr;SN36200;09.10.1985;1003,6;1004,9;1001,5;1,5;5,7
Torungen Fyr;SN36200;10.10.1985;1006,9;1012,2;1002;5,1;11,8
Torungen Fyr;SN36200;11.10.1985;1002,4;1005,1;1000,7;12,9;16,5
Torungen Fyr;SN36200;12.10.1985;1026;1029,7;1021,9;3,6;7,7
Torungen Fyr;SN36200;13.10.1985;1031,8;1033,9;1028,9;3,6;10,3
Torungen Fyr;SN36200;14.10.1985;1024,7;1026,2;1023,9;4,1;8,7
Torungen Fyr;SN36200;15.10.1985;1030,5;1031,6;1028,9;2,1;6,2
Torungen Fyr;SN36200;16.10.1985;1025,1;1025,6;1024,7;4,6;10,8
Torungen Fyr;SN36200;17.10.1985;1023,3;1025,5;1021,3;1;3,6
Torungen Fyr;SN36200;18.10.1985;1017,9;1018,4;1017,1;5,1;10,3
Torungen Fyr;SN36200;19.10.1985;1021,7;1022,6;1020,6;1;6,2
Torungen Fyr;SN36200;20.10.1985;1022,6;1023,9;1021,4;6,2;8,2
Torungen Fyr;SN36200;21.10.1985;1026,8;1027,6;1026;3,6;6,2
Torungen Fyr;SN36200;22.10.1985;1037,1;1039,1;1033,9;2,1;6,2
Torungen Fyr;SN36200;23.10.1985;1038,8;1039,4;1037,9;4,6;5,1
Torungen Fyr;SN36200;24.10.1985;1035,7;1036,6;1034,5;6,7;10,8
Torungen Fyr;SN36200;25.10.1985;1037,1;1038,6;1034,6;1;5,7
Torungen Fyr;SN36200;26.10.1985;1028,7;1032,7;1025,3;4,1;6,2
Torungen Fyr;SN36200;27.10.1985;1025,2;1026,8;1022,5;5,7;9,8
Torungen Fyr;SN36200;28.10.1985;1021;1022,7;1019,3;2,1;5,1
Torungen Fyr;SN36200;29.10.1985;1021,5;1022,4;1019,9;3,1;6,2
Torungen Fyr;SN36200;30.10.1985;1010,9;1014,6;1006,8;2,1;13,4
Torungen Fyr;SN36200;31.10.1985;1007,1;1009,7;1004,1;3,6;10,3
Torungen Fyr;SN36200;01.11.1985;997,6;1005,1;989,1;4,6;10,8
Torungen Fyr;SN36200;02.11.1985;982,5;983,7;981,8;4,6;9,8
Torungen Fyr;SN36200;03.11.1985;994,1;998,4;989,7;8,2;10,3
Torungen Fyr;SN36200;04.11.1985;1000,2;1002,9;997,1;2,6;17
Torungen Fyr;SN36200;05.11.1985;975,8;986,8;963;10,3;15,4
Torungen Fyr;SN36200;06.11.1985;963,4;973,5;953,2;9,3;14,4
Torungen Fyr;SN36200;07.11.1985;983;991,6;975,5;7,2;11,8
Torungen Fyr;SN36200;08.11.1985;1004,2;1004,8;1003,6;2,1;5,7
Torungen Fyr;SN36200;09.11.1985;976,1;984;970,8;16,5;22,6
Torungen Fyr;SN36200;10.11.1985;980;983,9;975,6;6,2;14,4
Torungen Fyr;SN36200;11.11.1985;987,9;991,7;984,2;4,1;13,4
Torungen Fyr;SN36200;12.11.1985;1004,8;1009,6;999,9;5,1;8,2
Torungen Fyr;SN36200;13.11.1985;1021,4;1024,7;1017,9;3,6;5,1
Torungen Fyr;SN36200;14.11.1985;1031,3;1033,1;1029,2;6,2;7,7
Torungen Fyr;SN36200;15.11.1985;1036,3;1036,9;1035,8;8,7;10,8
Torungen Fyr;SN36200;16.11.1985;1035,3;1035,5;1034,9;6,7;10,8
Torungen Fyr;SN36200;17.11.1985;1041,8;1045,9;1037,8;6,7;9,3
Torungen Fyr;SN36200;18.11.1985;1051,6;1052,4;1050,7;7,2;9,3
Torungen Fyr;SN36200;19.11.1985;1044,9;1048,2;1041,6;10,3;11,8
Torungen Fyr;SN36200;20.11.1985;1036,2;1037;1035,5;10,3;10,8
Torungen Fyr;SN36200;21.11.1985;1032,5;1034;1031,1;10,3;19
Torungen Fyr;SN36200;22.11.1985;1031,8;1032,4;1030,8;13,4;17,5
Torungen Fyr;SN36200;23.11.1985;1030,3;1030,8;1029,6;5,1;9,3
Torungen Fyr;SN36200;24.11.1985;1023,3;1025;1021,8;4,1;6,2
Torungen Fyr;SN36200;25.11.1985;1014,9;1018;1011,5;3,1;4,6
Torungen Fyr;SN36200;26.11.1985;1007,5;1008,1;1006,6;8,7;11,8
Torungen Fyr;SN36200;27.11.1985;1004,5;1006;1002,9;12,3;13,4
Torungen Fyr;SN36200;28.11.1985;1001,9;1003,3;1001;9,3;10,8
Torungen Fyr;SN36200;29.11.1985;1010,7;1013,3;1008,2;5,1;5,7
Torungen Fyr;SN36200;30.11.1985;1020,4;1023;1017,9;3,6;5,1
Torungen Fyr;SN36200;01.12.1985;1022,6;1025,1;1019,2;7,2;12,3
Torungen Fyr;SN36200;02.12.1985;1011,7;1013,6;1009;3,6;11,3
Torungen Fyr;SN36200;03.12.1985;996,8;1000,5;992;1;9,8
Torungen Fyr;SN36200;04.12.1985;998,4;1002,3;995;6,7;11,8
Torungen Fyr;SN36200;05.12.1985;1003,9;1005,2;1001,7;3,1;9,8
Torungen Fyr;SN36200;06.12.1985;993,1;1002,6;984,6;6,2;17,5
Torungen Fyr;SN36200;07.12.1985;1004,2;1007,1;1001,7;5,1;10,8
Torungen Fyr;SN36200;08.12.1985;1015,4;1017,6;1012,8;1;4,6
Torungen Fyr;SN36200;09.12.1985;1018,8;1019,2;1017,9;4,1;8,2
Torungen Fyr;SN36200;10.12.1985;1017,9;1020,3;1015,7;5,1;6,2
Torungen Fyr;SN36200;11.12.1985;1026,9;1028;1025,2;0;4,1
Torungen Fyr;SN36200;12.12.1985;1024;1025,3;1022,1;7,7;14,9
Torungen Fyr;SN36200;13.12.1985;1004,1;1006;1002,3;14,4;20,6
Torungen Fyr;SN36200;14.12.1985;1012,9;1013,5;1011,9;2,6;3,1
Torungen Fyr;SN36200;15.12.1985;1006,9;1007,7;1005,9;2,6;10,3
Torungen Fyr;SN36200;16.12.1985;1007,7;1015,3;998,5;4,6;9,3
Torungen Fyr;SN36200;17.12.1985;1019;1021,6;1015,4;2,1;7,7
Torungen Fyr;SN36200;18.12.1985;1011,1;1016,3;1005,6;2,1;4,1
Torungen Fyr;SN36200;19.12.1985;1002,6;1006;1000,8;6,2;8,2
Torungen Fyr;SN36200;20.12.1985;1001,7;1002,7;1000,5;2,6;7,2
Torungen Fyr;SN36200;21.12.1985;992,7;994,5;990,6;6,7;14,4
Torungen Fyr;SN36200;22.12.1985;999,1;1001,4;996,9;5,7;10,3
Torungen Fyr;SN36200;23.12.1985;1002,9;1003,9;1002,3;1;8,7
Torungen Fyr;SN36200;24.12.1985;1000,1;1001,2;998,1;1;8,7
Torungen Fyr;SN36200;25.12.1985;995,6;995,8;995,4;4,1;10,3
Torungen Fyr;SN36200;26.12.1985;999,2;1000,8;997,2;1;5,1
Torungen Fyr;SN36200;27.12.1985;1001,6;1003,2;1000,6;2,1;5,1
